Código Axapta;Nombre comercial producto;Principio Activo;contenido;Precio aprobado x umc;Precio aprobado x presentac;Precio Regulado 10% o 15% TAB;Precio Regulado X Pres.; código cliente ;Nombre Cliente;Vigencia Desde;Hasta;Convenio;Observaciones;;
001-110-143;ROSUVAX E 20/10  MG CAJA X 30 TABLETAS;Rosuvastatina 10 mg + Ezetimiba 20 mg;30;3333;99990;;; 2063-INS ;Unidrogas S.A.;1/05/2019;1/07/2021;Electricaribe;;2063-INS;Unidrogas S.A.
001-110-143;ROSUVAX E 20/10  MG CAJA X 30 TABLETAS;Rosuvastatina 10 mg + Ezetimiba 20 mg;30;3333;99990;;; 2615-INS ;Unidrogas S.A.;1/05/2019;1/07/2021;Electricaribe;;2615-INS;Unidrogas S.A.
001-110-143;ROSUVAX E 20/10  MG CAJA X 30 TABLETAS;Rosuvastatina 10 mg + Ezetimiba 20 mg;30;3333;99990;;; 2576-INS ;Unidrogas S.A.;1/05/2019;1/07/2021;Electricaribe;;2576-INS;Unidrogas S.A.
001-110-143;ROSUVAX E 20/10  MG CAJA X 30 TABLETAS;Rosuvastatina 10 mg + Ezetimiba 20 mg;30;3333;99990;;; 2711-INS ;Unidrogas S.A.;1/05/2019;1/07/2021;Electricaribe;;2711-INS;Unidrogas S.A.
001-110-143;ROSUVAX E 20/10  MG CAJA X 30 TABLETAS;Rosuvastatina 10 mg + Ezetimiba 20 mg;30;3333;99990;0;0;2858;Medisin SAS;1/09/2018;30/09/2019;;;2858;Medisin SAS
001-110-143;ROSUVAX E 20/10  MG CAJA X 30 TABLETAS;Rosuvastatina 10 mg + Ezetimiba 20 mg;30;5834;175020;0;0;2115;Offimedicas S.A.;1/06/2019;31/05/2020;;;2115;Offimedicas S.A.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;47700;47700;;;2875;Offimedicas S.A.;1/06/2019;31/05/2020;;;2875;Offimedicas S.A.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;47965;47965;0;0;1010;Audifarma S.A.;1/08/2018;31/07/2020;NEPS;;1010;Audifarma S.A.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;47965;47965;0;0;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio;1/08/2018;31/07/2020;NEPS;;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;47965;47965;0;0;1020-INS;Caja De Comp. Fam. Cafam;1/08/2018;31/07/2020;NEPS;;1020-INS;Caja De Comp. Fam. Cafam
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;47965;47965;0;0;2075-INS;Eticos Serrano Gomez Ltda.;1/08/2018;31/07/2020;NEPS;;2075-INS;Eticos Serrano Gomez Ltda.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;0;0;1010;Audifarma S.A.;1/07/2018;31/07/2019;CONSORCIO;;1010;Audifarma S.A.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;0;0;1025;Caja De Comp. Fam. Comfenalco Valle;1/07/2018;31/07/2019;CONSORCIO;;1025;Caja De Comp. Fam. Comfenalco Valle
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;0;0;1023;C.C.F. Comfenalco Antioquia;1/07/2018;31/07/2019;CONSORCIO;;1023;C.C.F. Comfenalco Antioquia
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;;1026;Caja De Comp. Fam. Compensar;1/07/2018;31/07/2019;CONSORCIO;;1026;Caja De Comp. Fam. Compensar
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;54255;54255;;;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S;1/04/2019;31/03/2020;;;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;;2097;Clinica de Marly S.A.;17/06/2019;30/06/2020;;;2097;Clinica de Marly S.A.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;48119;48119;;;1731;Universidad del Cauca Unidad d;1/02/2019;28/02/2020;;;1731;Universidad del Cauca Unidad d
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;56611;56611;;; 1044-INS ;Caja De Comp. Fam. Comfandi;31/05/2019;28/02/2020;Univalle;;1044-INS;Caja De Comp. Fam. Comfandi
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;;2724;Solinsa G.C S.A.S.;1/07/2019;30/06/2020;MEDIMAS;;2724;Solinsa G.C S.A.S.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;495333;495333;;;2335;Farmaceres S.A.;1/08/2019;31/07/2020;;;2335;Farmaceres S.A.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;47000;47000;;;2246;Distribuidora Colombiana de Medicamentos SAS;9/05/2018;30/04/2020;;;2246;Distribuidora Colombiana de Medicamentos SAS
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;55000;55000;;;1872;Macromed S.A.S.;1/07/2018;31/01/2020;;;1872;Macromed S.A.S.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;;2061;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2061;Cosmitet Ltda
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;46500;46500;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;1/08/2019;31/08/2020;CRUZ VERDE;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;50950;50950;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;13/06/2019;30/12/2019;COLMEDICA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;;2475;IPS Biotech and Life S.A.;1/08/2019;30/07/2020;;;2475;IPS Biotech and Life S.A.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;54255;54255;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud;1/04/2019;28/02/2020;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;;2075-INS;Eticos Serrano Gomez Ltda.;27/08/2019;31/08/2020;ECOPETROL;;2075-INS;Eticos Serrano Gomez Ltda.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;;1010;Audifarma S.A.;27/08/2019;27/08/2020;ECOPETROL;;1010;Audifarma S.A.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;47000;47000;;;1675;Salamanca Rafael Antonio;1/08/2019;31/08/2019;;;1675;Salamanca Rafael Antonio
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;;1492;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;1492;Cosmitet Ltda
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;;2062;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2062;Cosmitet Ltda
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;;2170;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2170;Cosmitet Ltda
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;;2324;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2324;Cosmitet Ltda
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;; 2063-INS ;Unidrogas S.A.;1/05/2019;2/07/2021;Electricaribe;;2063-INS;Unidrogas S.A.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;; 2615-INS ;Unidrogas S.A.;1/05/2019;2/07/2021;Electricaribe;;2615-INS;Unidrogas S.A.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;; 2576-INS ;Unidrogas S.A.;1/05/2019;2/07/2021;Electricaribe;;2576-INS;Unidrogas S.A.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;45000;45000;;; 2711-INS ;Unidrogas S.A.;1/05/2019;2/07/2021;Electricaribe;;2711-INS;Unidrogas S.A.
001-500-265;ROZELAIC GEL X 30 G.;Acido Azelaico 15%;1;47700;47700;0;0;2115;Offimedicas S.A.;1/06/2019;31/05/2020;;;2115;Offimedicas S.A.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;26529;26529;;;1731;Universidad del Cauca Unidad d;1/02/2019;28/02/2020;;;1731;Universidad del Cauca Unidad d
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;31211;31211;;; 1044-INS ;Caja De Comp. Fam. Comfandi;31/05/2019;28/02/2020;Univalle;;1044-INS;Caja De Comp. Fam. Comfandi
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25000;25000;;;2724;Solinsa G.C S.A.S.;1/07/2019;30/06/2020;MEDIMAS;;2724;Solinsa G.C S.A.S.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;2686708;2686708;;;2335;Farmaceres S.A.;1/08/2019;31/07/2020;;;2335;Farmaceres S.A.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;30000;30000;;;2246;Distribuidora Colombiana de Medicamentos SAS;9/05/2018;30/04/2020;;;2246;Distribuidora Colombiana de Medicamentos SAS
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;29000;29000;;;1872;Macromed S.A.S.;1/07/2018;31/01/2020;;;1872;Macromed S.A.S.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;29428;29428;;;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S;1/04/2019;31/03/2020;;;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;26000;26000;;;2097;Clinica de Marly S.A.;17/06/2019;30/06/2020;;;2097;Clinica de Marly S.A.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;26753;26753;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;1/08/2019;31/08/2020;CRUZ VERDE;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;28090;28090;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;13/06/2019;30/12/2019;COLMEDICA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;26000;26000;;;2475;IPS Biotech and Life S.A.;1/08/2019;30/07/2020;;;2475;IPS Biotech and Life S.A.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;;2318;Helpharma S.A.;15/08/2019;14/08/2020;SURA;;2318;Helpharma S.A.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;; 2564-INS ;Caja Colombiana de Subsidio Familiar Colsubsidio;15/08/2019;14/08/2020;SURA;;2564-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;; 1021-INS ;Caja Colombiana de Subsidio Familiar Colsubsidio;15/08/2019;14/08/2020;SURA;;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;;2931;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2931;Neuromedica S.A.S
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;; 1106-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;1106-INS;Eticos Serrano Gomez Ltda.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;; 2075-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;2075-INS;Eticos Serrano Gomez Ltda.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;; 2172-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;2172-INS;Eticos Serrano Gomez Ltda.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;; 1361-INS ;Dropopular S.A.;15/08/2019;14/08/2020;SURA;;1361-INS;Dropopular S.A.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;;1010;Audifarma S.A.;15/08/2019;14/08/2020;SURA;;1010;Audifarma S.A.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;; 1044-INS ;Caja De Comp. Fam. Comfandi;15/08/2019;14/08/2020;SURA;;1044-INS;Caja De Comp. Fam. Comfandi
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;;1102;Deposito de Drogas Monaco S.A.;15/08/2019;14/08/2020;SURA;;1102;Deposito de Drogas Monaco S.A.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;; 1235-INS ;Eve Distribuciones S.A.S;15/08/2019;14/08/2020;SURA;;1235-INS;Eve Distribuciones S.A.S
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;; 2775-INS ;Eve Distribuciones SAS;15/08/2019;14/08/2020;SURA;;2775-INS;Eve Distribuciones SAS
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;15/08/2019;14/08/2020;SURA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;;1720;Cooperativa de Hospitales de A;15/08/2019;14/08/2020;SURA;;1720;Cooperativa de Hospitales de A
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;;2329;Grupo Afin Farmacéutica S.A.S;15/08/2019;29/02/2020;SURA;;2329;Grupo Afin Farmacéutica S.A.S
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;;2274;Comercializadora Mercaldas S.A.;15/08/2019;14/08/2020;SURA;;2274;Comercializadora Mercaldas S.A.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;29428;29428;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud;1/04/2019;28/02/2020;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;; 1235-INS ;Eve Distribuciones S.A.S;15/08/2019;14/08/2020;MEDIMAS;;1235-INS;Eve Distribuciones S.A.S
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;27000;27000;;;1675;Salamanca Rafael Antonio;1/08/2019;31/08/2019;;;1675;Salamanca Rafael Antonio
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;27500;27500;;;1010;Audifarma S.A.;1/07/2018;31/07/2019;CONSORCIO;;1010;Audifarma S.A.
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;27500;27500;;;1025;Caja De Comp. Fam. Comfenalco Valle;1/07/2018;31/07/2019;CONSORCIO;;1025;Caja De Comp. Fam. Comfenalco Valle
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;27500;27500;;;1023;C.C.F. Comfenalco Antioquia;1/07/2018;31/07/2019;CONSORCIO;;1023;C.C.F. Comfenalco Antioquia
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;27500;27500;;;1026;Caja De Comp. Fam. Compensar;1/07/2018;31/07/2019;CONSORCIO;;1026;Caja De Comp. Fam. Compensar
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;;2967;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2967;Neuromedica S.A.S
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;;2971;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2971;Neuromedica S.A.S
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;;2987;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2987;Neuromedica S.A.S
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;25740;25740;;;2988;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2988;Neuromedica S.A.S
001-500-442;SALILEX BARRA X 120 G.;Acido Salicílico + Avena coloidal en base Syndet suave;1;28503;28503;0;0;2858;Medisin SAS;1/09/2018;30/09/2019;;;2858;Medisin SAS
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;31961;31961;;;1731;Universidad del Cauca Unidad d;1/02/2019;28/02/2020;;;1731;Universidad del Cauca Unidad d
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;37601;37601;;; 1044-INS ;Caja De Comp. Fam. Comfandi;31/05/2019;28/02/2020;Univalle;;1044-INS;Caja De Comp. Fam. Comfandi
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;30000;30000;;;2724;Solinsa G.C S.A.S.;1/07/2019;30/06/2020;MEDIMAS;;2724;Solinsa G.C S.A.S.
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;3236702;3236702;;;2335;Farmaceres S.A.;1/08/2019;31/07/2020;;;2335;Farmaceres S.A.
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;32367;32367;;;2246;Distribuidora Colombiana de Medicamentos SAS;9/05/2018;30/04/2020;;;2246;Distribuidora Colombiana de Medicamentos SAS
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;36000;36000;;;1872;Macromed S.A.S.;1/07/2018;31/01/2020;;;1872;Macromed S.A.S.
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;35452;35452;;;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S;1/04/2019;31/03/2020;;;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;32000;32000;;;2097;Clinica de Marly S.A.;17/06/2019;30/06/2020;;;2097;Clinica de Marly S.A.
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;32229;32229;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;1/08/2019;31/08/2020;CRUZ VERDE;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;33841;33841;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;13/06/2019;30/12/2019;COLMEDICA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;32000;32000;;;2475;IPS Biotech and Life S.A.;1/08/2019;30/07/2020;;;2475;IPS Biotech and Life S.A.
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;35452;35452;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud;1/04/2019;28/02/2020;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;33000;33000;;;1675;Salamanca Rafael Antonio;1/08/2019;31/08/2019;;;1675;Salamanca Rafael Antonio
001-500-445;SALILEX PADS X 30 POMOS;Acido Salicílico 2% + D - Pantenol;1;34338;34338;0;0;2858;Medisin SAS;1/09/2018;30/09/2019;;;2858;Medisin SAS
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7350;22050;;; 1044-INS ;Caja De Comp. Fam. Comfandi;31/05/2019;28/02/2020;Univalle;;1044-INS;Caja De Comp. Fam. Comfandi
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;6500;19500;;;2724;Solinsa G.C S.A.S.;1/07/2019;30/06/2020;MEDIMAS;;2724;Solinsa G.C S.A.S.
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7297;21891;;;1731;Universidad del Cauca Unidad d;1/02/2019;28/02/2020;;;1731;Universidad del Cauca Unidad d
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;8000;24000;;;1279;Hospital Pablo Tobon Uribe;1/10/2018;31/01/2020;;;1279;Hospital Pablo Tobon Uribe
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7511;22533;;;2246;Distribuidora Colombiana de Medicamentos SAS;9/05/2018;30/04/2020;;;2246;Distribuidora Colombiana de Medicamentos SAS
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7000;21000;;;2097;Clinica de Marly S.A.;17/06/2019;30/06/2020;;;2097;Clinica de Marly S.A.
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7000;21000;;;1872;Macromed S.A.S.;1/07/2018;31/01/2020;;;1872;Macromed S.A.S.
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7000;21000;;;2061;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2061;Cosmitet Ltda
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7000;21000;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;1/08/2019;31/08/2020;CRUZ VERDE;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7726;23178;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;13/06/2019;30/12/2019;COLMEDICA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7000;21000;;;2475;IPS Biotech and Life S.A.;1/08/2019;30/07/2020;;;2475;IPS Biotech and Life S.A.
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7000;21000;;;1492;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;1492;Cosmitet Ltda
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7000;21000;;;2062;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2062;Cosmitet Ltda
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7000;21000;;;2170;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2170;Cosmitet Ltda
001-006-091;SERTAL COMP. AMP. CAJA X 3;Clonixinato de Lisina 100 mg/2ml + Propinox Clorhidrato 15 mg/2 ml;3;7000;21000;;;2324;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2324;Cosmitet Ltda
001-006-101;SERTAL COMP. COMP.RECUB. CAJA X 10;Propinox 10 mg + Clonixinato de Lisina 125 mg;10;1200;12000;;;2875;Offimedicas S.A.;1/06/2019;31/05/2020;;;2875;Offimedicas S.A.
001-006-101;SERTAL COMP. COMP.RECUB. CAJA X 10;Propinox 10 mg + Clonixinato de Lisina 125 mg;10;1300;13000;0;0;1010;Audifarma S.A.;1/07/2018;31/07/2019;CONSORCIO;;1010;Audifarma S.A.
001-006-101;SERTAL COMP. COMP.RECUB. CAJA X 10;Propinox 10 mg + Clonixinato de Lisina 125 mg;10;1300;13000;0;0;1025;Caja De Comp. Fam. Comfenalco Valle;1/07/2018;31/07/2019;CONSORCIO;;1025;Caja De Comp. Fam. Comfenalco Valle
001-006-101;SERTAL COMP. COMP.RECUB. CAJA X 10;Propinox 10 mg + Clonixinato de Lisina 125 mg;10;1300;13000;0;0;1023;C.C.F. Comfenalco Antioquia;1/07/2018;31/07/2019;CONSORCIO;;1023;C.C.F. Comfenalco Antioquia
001-006-101;SERTAL COMP. COMP.RECUB. CAJA X 10;Propinox 10 mg + Clonixinato de Lisina 125 mg;10;1300;13000;;;1026;Caja De Comp. Fam. Compensar;1/07/2018;31/07/2019;CONSORCIO;;1026;Caja De Comp. Fam. Compensar
001-006-101;SERTAL COMP. COMP.RECUB. CAJA X 10;Propinox 10 mg + Clonixinato de Lisina 125 mg;10;1469;14690;;;1731;Universidad del Cauca Unidad d;1/02/2019;28/02/2020;;;1731;Universidad del Cauca Unidad d
001-006-101;SERTAL COMP. COMP.RECUB. CAJA X 10;Propinox 10 mg + Clonixinato de Lisina 125 mg;10;1680;16800;;; 1044-INS ;Caja De Comp. Fam. Comfandi;31/05/2019;28/02/2020;Univalle;;1044-INS;Caja De Comp. Fam. Comfandi
001-006-101;SERTAL COMP. COMP.RECUB. CAJA X 10;Propinox 10 mg + Clonixinato de Lisina 125 mg;10;1200;12000;;;2724;Solinsa G.C S.A.S.;1/07/2019;30/06/2020;MEDIMAS;;2724;Solinsa G.C S.A.S.
